task,record,fold,trial_index_1based,cue_true,full_curve_prediction,full_curve_distance_left,full_curve_distance_right,full_curve_correct,local_window_prediction,local_window_distance_left,local_window_distance_right,local_window_correct,selected_channel,selected_window_start_ms,selected_window_last_sample_ms,selected_window_nominal_ms,training_selection_balanced_accuracy,training_left_feature_mean,training_right_feature_mean,n_train_left,n_train_right,n_test,template_scope,full_curve_scope,local_window_scope
Task2,VisualCogB_Task-2,2,20,left,left,16.532556714768837,52.41787245244203,1,left,2.0199668505844253,81.30465320737098,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,21,left,right,62.73581532346687,53.1977978239672,0,right,59.4882944246075,19.79639193217905,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,22,right,left,43.4418726510629,48.102859392469355,0,right,137.90771450307687,58.62302814629032,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,23,right,right,30.800774377454943,28.561727106691055,1,right,45.784701849658624,33.49998450712793,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,24,right,right,56.26866465009377,45.497773996360564,1,right,77.59373255858927,1.6909537981972846,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,25,right,left,99.68114491812528,131.61548016956507,0,left,131.30598242462688,210.59066878141343,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,26,right,left,95.70332304934766,137.66573465324095,0,left,165.79764477462874,245.0823311314153,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,27,left,left,60.87383090252175,61.860364546125304,1,right,106.4487079518929,27.164021595106348,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,28,right,right,161.31094476309863,116.18683059025561,1,right,288.2977634968943,209.01307714010773,1,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,29,left,left,27.05658503208338,34.57460505477249,1,right,39.72333652127283,39.561349835513724,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,30,left,right,261.46963903663277,214.5231022751174,0,right,353.17230355417865,273.8876171973921,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,31,right,left,62.14813170262367,107.69464458530945,0,left,102.7305979488093,182.01528430559586,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,2,32,right,left,32.874607412508446,51.85483059587546,0,left,24.378562360446196,54.906123996340355,0,F4,453.125,648.4375,200,0.7107843137254902,0.4472828307460742,79.73196918753263,30,34,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,33,right,right,248.93641530541117,206.98262219704526,1,right,540.3452294870234,418.2216039974667,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,34,left,left,34.39372514218195,42.27489297809796,1,left,35.23903988511137,86.88458560444538,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,35,right,right,53.374484927128215,16.61989036679144,1,right,118.6238335897809,3.4997918997758433,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,36,left,right,237.02912670928038,195.0608220803009,0,right,505.95279523339,383.8291697438333,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,37,left,right,36.63082366380689,24.480030622718512,0,right,102.54984945544444,19.5737760341123,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,38,right,left,23.321687639921116,41.35307973374072,0,left,26.123526065166846,96.00009942438989,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,39,left,left,66.3642414437858,96.70660906776645,1,left,56.13825904564036,65.98536644391638,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,40,right,right,78.75005782051785,64.92137801948778,1,left,1.6108479396602249,123.73447342921696,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,41,left,left,48.88822005550948,72.25757011682553,1,left,86.77760501651093,208.90123050606766,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,42,left,right,53.73844747039506,16.3169971400852,0,right,124.47193967854074,2.3483141889839914,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,43,right,left,38.64628266137539,57.174193088851446,0,left,9.42509503223797,112.69853045731877,0,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,44,right,right,57.75503728183873,31.102097831039796,1,right,121.13252074272637,0.9911047468303593,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,45,left,left,45.403185695510615,67.72743969633338,1,left,172.33468158874524,294.45830707830197,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,46,left,left,37.03034323865621,66.29281025467915,1,left,51.750554069497355,70.37307142005938,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,47,left,right,39.290027480780964,33.11941025907705,0,left,34.55991049101458,87.56371499854215,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,3,48,right,right,43.205266508478076,21.486376583210326,1,right,112.6721204103307,9.451505079226024,1,F3,703.125,718.75,25,0.7083333333333333,-34.09050236682598,88.03312312273076,28,36,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,49,left,right,80.65951129244569,43.15472416698717,0,right,197.8052244462321,96.96176941989265,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,50,left,left,115.9416648380789,153.32017719792975,1,left,349.03575602640865,449.87921105274813,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,51,right,left,173.35419736675837,207.4704412072828,0,left,509.13966960839053,609.98312463473,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,52,right,right,62.781181846078,59.101208910125905,1,right,190.63410637146922,89.79065134512973,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,53,right,right,284.27021031513135,245.89851473210987,1,right,611.065653845976,510.22219881963656,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,54,left,left,76.97268395440437,115.07890545366335,1,left,180.26470018092544,281.10815520726493,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,55,left,left,64.67981668474005,87.34090694543805,1,left,185.34459519979066,286.18805022613014,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,56,right,right,31.477148107939932,26.449204302120197,1,right,125.52292853968025,24.67947351334078,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,57,right,left,208.50394683042882,246.87564241345024,0,left,114.73742164749595,215.58087667383543,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,58,right,right,85.50288246149242,47.60364363572769,1,right,123.21843901223714,22.37498398589767,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,59,left,left,180.37984756730697,218.75154315032842,1,left,358.52697242891685,459.3704274552563,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,60,left,left,69.70054417372236,103.66395693239352,1,left,54.47555766899025,155.31901269532972,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,61,right,left,135.79259877550814,174.16429435852956,0,left,230.2776180021301,331.1210730284696,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,62,right,left,34.29879855878132,66.40342512348893,0,left,7.447537124448033,108.2909921507875,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,63,left,right,40.18781280663792,38.16621671891562,0,left,19.124924811343426,119.9683798376829,1,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,4,64,left,right,37.64676326153293,36.41600444446441,0,right,135.35358861807953,34.51013359174004,0,F4,734.375,773.4375,50,0.6995073891625616,62.2173103991705,163.06076542550997,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,65,right,right,124.52906924323078,91.20999006603728,1,right,241.60031730478224,151.1294667177941,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,66,left,right,44.15861262378889,23.144306512476803,0,right,119.63009897890703,29.15924839191888,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,67,right,left,24.927148914130306,30.951926201607225,0,left,27.663037819044582,62.807812767943574,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,68,left,left,52.713627589772294,84.71384765546652,1,left,124.61549439886983,215.08634498585798,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,69,right,right,270.00660390362054,236.75804493679829,1,right,462.58501231089207,372.11416172390386,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,70,left,left,360.1718049073522,393.42036387417454,1,left,513.7608610711429,604.2317116581311,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,71,right,left,34.583444742746636,60.52942052591295,0,left,0.08593481866241603,90.55678540565057,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,72,left,left,56.27656665901872,69.05335443536791,1,left,92.49236544248942,182.96321602947756,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,73,right,left,23.41716235468713,32.53195736331359,0,left,3.0213933157150237,87.44945727127313,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,74,left,right,125.92367397264516,92.67511500582289,0,right,233.3483432603327,142.87749267334456,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,75,right,right,125.99645463027926,92.67650172754377,1,right,283.2366452917213,192.7657947047331,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,76,right,left,263.5321001477161,296.7806591145385,0,left,453.5319817205938,544.002832307582,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,77,left,right,75.50673904993253,43.41896757932077,0,right,212.64187527575942,122.17102468877127,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,78,left,right,29.907687462524596,23.12121512635825,0,right,122.0050458522704,31.53419526528225,0,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,79,right,left,22.205873307597024,25.127565096052468,0,right,88.27411042705185,2.1967401599362972,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
Task2,VisualCogB_Task-2,5,80,left,left,36.58654577423657,54.97427392536669,1,left,50.521105657320945,140.9919562443091,1,F4,640.625,710.9375,75,0.7108374384236453,55.996693844774505,146.46754443176266,29,35,16,same_record_training_trials_only,F3_Fz_F4_all_samples_0_800ms_mean_absolute_error,training_selected_channel_window_mean_absolute_error_to_class_means
